month,product_category,company,units
2020-10-01,Earwear,Nexxbase,94655.0
2020-11-01,Earwear,Nexxbase,88661.0
2020-12-01,Earwear,Nexxbase,71944.0
2021-01-01,Earwear,Nexxbase,91004.0
2021-02-01,Earwear,Nexxbase,83083.0
2021-03-01,Earwear,Nexxbase,61094.0
2021-04-01,Earwear,Nexxbase,69295.0
2021-05-01,Earwear,Nexxbase,98509.0
2021-06-01,Earwear,Nexxbase,141438.0
2021-07-01,Earwear,Nexxbase,191355.0
2021-08-01,Earwear,Nexxbase,155263.0
2021-09-01,Earwear,Nexxbase,332884.0
2021-10-01,Earwear,Nexxbase,264885.0
2021-11-01,Earwear,Nexxbase,162873.0
2021-12-01,Earwear,Nexxbase,226193.0
2022-01-01,Earwear,Nexxbase,257776.0
2022-02-01,Earwear,Nexxbase,182855.0
2022-03-01,Earwear,Nexxbase,192824.0
2022-04-01,Earwear,Nexxbase,276799.0
2022-05-01,Earwear,Nexxbase,260667.0
2022-06-01,Earwear,Nexxbase,383146.0
2022-07-01,Earwear,Nexxbase,452564.0
2022-08-01,Earwear,Nexxbase,423537.0
2022-09-01,Earwear,Nexxbase,724780.0
2022-10-01,Earwear,Nexxbase,212722.0
2022-11-01,Earwear,Nexxbase,233966.0
2022-12-01,Earwear,Nexxbase,253300.0
2023-01-01,Earwear,Nexxbase,271338.0
2023-02-01,Earwear,Nexxbase,255884.0
2023-03-01,Earwear,Nexxbase,214596.0
2023-04-01,Earwear,Nexxbase,228009.0
2023-05-01,Earwear,Nexxbase,253593.0
2023-06-01,Earwear,Nexxbase,431549.0
2023-07-01,Earwear,Nexxbase,463544.0
2023-08-01,Earwear,Nexxbase,557595.0
2023-09-01,Earwear,Nexxbase,651069.0
2023-10-01,Earwear,Nexxbase,444693.0
2023-11-01,Earwear,Nexxbase,329783.0
2023-12-01,Earwear,Nexxbase,374812.0
2024-01-01,Earwear,Nexxbase,500724.0
2024-02-01,Earwear,Nexxbase,448642.0
2024-03-01,Earwear,Nexxbase,393986.0
2024-04-01,Earwear,Nexxbase,476024.0
2024-05-01,Earwear,Nexxbase,451987.0
2024-06-01,Earwear,Nexxbase,510994.0
2024-07-01,Earwear,Nexxbase,447449.0
2024-08-01,Earwear,Nexxbase,518495.0
2024-09-01,Earwear,Nexxbase,654698.0
2024-10-01,Earwear,Nexxbase,452944.0
2024-11-01,Earwear,Nexxbase,397742.0
2024-12-01,Earwear,Nexxbase,446368.0
2025-01-01,Earwear,Nexxbase,591898.0
2025-02-01,Earwear,Nexxbase,490743.0
2025-03-01,Earwear,Nexxbase,436630.0
2025-04-01,Earwear,Nexxbase,481903.0
2025-05-01,Earwear,Nexxbase,486977.0
2025-06-01,Earwear,Nexxbase,466791.0
2025-07-01,Earwear,Nexxbase,449629.0
2025-08-01,Earwear,Nexxbase,701841.0
2025-09-01,Earwear,Nexxbase,539000.0
2025-10-01,Earwear,Nexxbase,544640.0
2025-11-01,Earwear,Nexxbase,381718.0
2025-12-01,Earwear,Nexxbase,461100.0
2026-01-01,Earwear,Nexxbase,444506.0
2026-02-01,Earwear,Nexxbase,365750.0
2026-03-01,Earwear,Nexxbase,356200.0
2021-08-01,Earwear,Nothing,11045.0
2021-09-01,Earwear,Nothing,44032.0
2021-10-01,Earwear,Nothing,7990.0
2021-11-01,Earwear,Nothing,14990.0
2021-12-01,Earwear,Nothing,12398.0
2022-01-01,Earwear,Nothing,7898.0
2022-02-01,Earwear,Nothing,5021.0
2022-03-01,Earwear,Nothing,1578.0
2022-06-01,Earwear,Nothing,2507.0
2022-10-01,Earwear,Nothing,8987.0
2022-11-01,Earwear,Nothing,7461.0
2022-12-01,Earwear,Nothing,7549.0
2023-01-01,Earwear,Nothing,3214.0
2023-02-01,Earwear,Nothing,32.0
2023-03-01,Earwear,Nothing,15200.0
2023-04-01,Earwear,Nothing,6100.0
2023-05-01,Earwear,Nothing,5833.0
2023-06-01,Earwear,Nothing,5245.0
2023-07-01,Earwear,Nothing,13820.0
2023-08-01,Earwear,Nothing,1060.0
2023-09-01,Earwear,Nothing,55698.0
2023-10-01,Earwear,Nothing,21802.0
2023-11-01,Earwear,Nothing,4880.0
2024-01-01,Earwear,Nothing,8320.0
2024-02-01,Earwear,Nothing,14800.0
2024-03-01,Earwear,Nothing,79384.0
2024-04-01,Earwear,Nothing,62693.0
2024-05-01,Earwear,Nothing,56191.0
2024-06-01,Earwear,Nothing,50715.0
2024-07-01,Earwear,Nothing,44968.0
2024-08-01,Earwear,Nothing,93182.0
2024-09-01,Earwear,Nothing,134760.0
2024-10-01,Earwear,Nothing,51446.0
2024-11-01,Earwear,Nothing,75294.0
2024-12-01,Earwear,Nothing,32271.0
2025-01-01,Earwear,Nothing,47000.0
2025-02-01,Earwear,Nothing,35832.0
2025-03-01,Earwear,Nothing,30168.0
2025-04-01,Earwear,Nothing,48331.0
2025-05-01,Earwear,Nothing,73974.0
2025-06-01,Earwear,Nothing,79351.0
2025-07-01,Earwear,Nothing,143200.0
2025-08-01,Earwear,Nothing,260696.0
2025-09-01,Earwear,Nothing,87851.0
2025-10-01,Earwear,Nothing,112474.0
2025-11-01,Earwear,Nothing,82390.0
2025-12-01,Earwear,Nothing,65250.0
2026-01-01,Earwear,Nothing,118706.0
2026-02-01,Earwear,Nothing,92508.0
2026-03-01,Earwear,Nothing,93034.0
2025-03-01,Earwear,Number Fone Company,120633.0
2025-04-01,Earwear,Number Fone Company,11162.0
2025-05-01,Earwear,Number Fone Company,39543.0
2025-06-01,Earwear,Number Fone Company,26557.0
2025-07-01,Earwear,Number Fone Company,24829.0
2025-08-01,Earwear,Number Fone Company,48583.0
2025-09-01,Earwear,Number Fone Company,34069.0
2025-10-01,Earwear,Number Fone Company,24244.0
2025-11-01,Earwear,Number Fone Company,726.0
2025-12-01,Earwear,Number Fone Company,22878.0
2026-01-01,Earwear,Number Fone Company,33173.0
2026-02-01,Earwear,Number Fone Company,1415.0
2026-03-01,Earwear,Number Fone Company,34540.0
2020-01-01,Earwear,OPPO,184602.0
2020-02-01,Earwear,OPPO,80620.0
2020-03-01,Earwear,OPPO,92126.0
2020-05-01,Earwear,OPPO,268740.0
2020-06-01,Earwear,OPPO,712756.0
2020-07-01,Earwear,OPPO,653464.0
2020-08-01,Earwear,OPPO,795614.0
2020-09-01,Earwear,OPPO,1147368.0
2020-10-01,Earwear,OPPO,1020006.0
2020-11-01,Earwear,OPPO,810272.0000000001
2020-12-01,Earwear,OPPO,1048419.0
2021-01-01,Earwear,OPPO,606365.0
2021-02-01,Earwear,OPPO,791606.0
2021-03-01,Earwear,OPPO,701012.0
2021-04-01,Earwear,OPPO,482400.0
2021-05-01,Earwear,OPPO,249060.0
2021-06-01,Earwear,OPPO,662010.0
2021-07-01,Earwear,OPPO,886077.0
2021-08-01,Earwear,OPPO,898185.0
2021-09-01,Earwear,OPPO,1428382.0
2021-10-01,Earwear,OPPO,1157311.0
2021-11-01,Earwear,OPPO,641372.0
2021-12-01,Earwear,OPPO,576082.0
2022-01-01,Earwear,OPPO,748706.0
2022-02-01,Earwear,OPPO,582454.0
2022-03-01,Earwear,OPPO,650741.0
2022-04-01,Earwear,OPPO,1134835.0
2022-05-01,Earwear,OPPO,1208776.0
2022-06-01,Earwear,OPPO,1045033.0
2022-07-01,Earwear,OPPO,1309642.0
2022-08-01,Earwear,OPPO,1643040.0
2022-09-01,Earwear,OPPO,2002719.0
2022-10-01,Earwear,OPPO,1335024.0
2022-11-01,Earwear,OPPO,919595.0
2022-12-01,Earwear,OPPO,1146432.0
2023-01-01,Earwear,OPPO,743498.0
2023-02-01,Earwear,OPPO,556660.0
2023-03-01,Earwear,OPPO,572954.0
2023-04-01,Earwear,OPPO,1647021.0
2023-05-01,Earwear,OPPO,1465849.0
2023-06-01,Earwear,OPPO,1215117.0
2023-07-01,Earwear,OPPO,1763270.0
2023-08-01,Earwear,OPPO,1550310.0
2023-09-01,Earwear,OPPO,2155821.0
2023-10-01,Earwear,OPPO,1172287.0
2023-11-01,Earwear,OPPO,532386.0
2023-12-01,Earwear,OPPO,766488.0
2024-01-01,Earwear,OPPO,722003.0
2024-02-01,Earwear,OPPO,920482.0
2024-03-01,Earwear,OPPO,757736.0
2024-04-01,Earwear,OPPO,1145709.0
2024-05-01,Earwear,OPPO,1314560.0
2024-06-01,Earwear,OPPO,1331709.0
2024-07-01,Earwear,OPPO,1265280.0
2024-08-01,Earwear,OPPO,1638487.0
2024-09-01,Earwear,OPPO,1387792.0
2024-10-01,Earwear,OPPO,1245863.0
2024-11-01,Earwear,OPPO,579812.0
2024-12-01,Earwear,OPPO,1142014.0
2025-01-01,Earwear,OPPO,826986.0
2025-02-01,Earwear,OPPO,654933.0
2025-03-01,Earwear,OPPO,1076130.0
2025-04-01,Earwear,OPPO,1126460.0
2025-05-01,Earwear,OPPO,1054625.0
2025-06-01,Earwear,OPPO,1695822.0
2025-07-01,Earwear,OPPO,1738248.0
2025-08-01,Earwear,OPPO,2376381.0
2025-09-01,Earwear,OPPO,2452584.0
2025-10-01,Earwear,OPPO,1439303.0
2025-11-01,Earwear,OPPO,649599.0
2025-12-01,Earwear,OPPO,1161913.0
2026-01-01,Earwear,OPPO,900543.0
2026-02-01,Earwear,OPPO,944430.0
2026-03-01,Earwear,OPPO,946303.0
2020-01-01,Earwear,Others,34150.0
2020-02-01,Earwear,Others,34969.0
2020-03-01,Earwear,Others,31529.0
2020-05-01,Earwear,Others,35703.0
2020-06-01,Earwear,Others,65655.0
2020-07-01,Earwear,Others,80026.0
2020-08-01,Earwear,Others,134312.0
2020-09-01,Earwear,Others,113997.0
2020-10-01,Earwear,Others,90898.0
2020-11-01,Earwear,Others,116337.0
2020-12-01,Earwear,Others,137913.0
2021-01-01,Earwear,Others,123353.0
2021-02-01,Earwear,Others,74225.0
2021-03-01,Earwear,Others,52904.0
2021-04-01,Earwear,Others,67595.0
2021-05-01,Earwear,Others,84507.0
2021-06-01,Earwear,Others,159848.0
2021-07-01,Earwear,Others,230981.0
2021-08-01,Earwear,Others,149366.0
2021-09-01,Earwear,Others,312342.0
2021-10-01,Earwear,Others,406074.0
2021-11-01,Earwear,Others,269397.0
2021-12-01,Earwear,Others,230782.0
2022-01-01,Earwear,Others,262404.0
2022-02-01,Earwear,Others,276388.0
2022-03-01,Earwear,Others,318029.0
2022-04-01,Earwear,Others,563791.0
2022-05-01,Earwear,Others,637509.0
2022-06-01,Earwear,Others,639926.0
2022-07-01,Earwear,Others,648476.0
2022-08-01,Earwear,Others,699994.0
2022-09-01,Earwear,Others,969121.0
2022-10-01,Earwear,Others,702377.0
2022-11-01,Earwear,Others,352894.0
2022-12-01,Earwear,Others,629105.0
2023-01-01,Earwear,Others,399046.0
2023-02-01,Earwear,Others,426346.0
2023-03-01,Earwear,Others,469549.0
2023-04-01,Earwear,Others,482320.0
2023-05-01,Earwear,Others,620846.0
2023-06-01,Earwear,Others,638512.0
2023-07-01,Earwear,Others,862159.0
2023-08-01,Earwear,Others,1017281.0
2023-09-01,Earwear,Others,1194165.0
2023-10-01,Earwear,Others,365908.0
2023-11-01,Earwear,Others,657982.0
2023-12-01,Earwear,Others,417909.0
2024-01-01,Earwear,Others,414899.0
2024-02-01,Earwear,Others,694770.0
2024-03-01,Earwear,Others,411732.0
2024-04-01,Earwear,Others,485403.0
2024-05-01,Earwear,Others,686218.0
2024-06-01,Earwear,Others,454828.0
2024-07-01,Earwear,Others,574033.0
2024-08-01,Earwear,Others,783096.0
2024-09-01,Earwear,Others,802794.0
2024-10-01,Earwear,Others,1351314.0
2024-11-01,Earwear,Others,791578.0
2024-12-01,Earwear,Others,892741.0
2025-01-01,Earwear,Others,994193.0
2025-02-01,Earwear,Others,882315.0
2025-03-01,Earwear,Others,315309.0
2025-04-01,Earwear,Others,633766.0
2025-05-01,Earwear,Others,787575.0
2025-06-01,Earwear,Others,420805.0
2025-07-01,Earwear,Others,640789.0
2025-08-01,Earwear,Others,885750.0
2025-09-01,Earwear,Others,886187.0
2025-10-01,Earwear,Others,643922.0
2025-11-01,Earwear,Others,485979.0
2025-12-01,Earwear,Others,737224.0
2026-01-01,Earwear,Others,909426.0
2026-02-01,Earwear,Others,433659.0
2026-03-01,Earwear,Others,886290.0
2020-01-01,Earwear,Palred,109102.0
2020-02-01,Earwear,Palred,12000.0
2020-03-01,Earwear,Palred,10750.0
2020-05-01,Earwear,Palred,23408.0
2020-06-01,Earwear,Palred,123752.0
2020-07-01,Earwear,Palred,90900.0
2020-08-01,Earwear,Palred,137755.0
2020-09-01,Earwear,Palred,154000.0
2020-10-01,Earwear,Palred,310563.0
2020-11-01,Earwear,Palred,111410.0
2020-12-01,Earwear,Palred,157621.0
2021-01-01,Earwear,Palred,167896.0
2021-02-01,Earwear,Palred,249875.0
2021-03-01,Earwear,Palred,45049.0
2021-04-01,Earwear,Palred,126244.0
2021-05-01,Earwear,Palred,174945.0
2021-06-01,Earwear,Palred,169217.0
2021-07-01,Earwear,Palred,225350.0
2021-08-01,Earwear,Palred,111598.0
2021-09-01,Earwear,Palred,359208.0
2021-10-01,Earwear,Palred,251533.0
2021-11-01,Earwear,Palred,122395.0
2021-12-01,Earwear,Palred,129569.0
2022-01-01,Earwear,Palred,163040.0
2022-02-01,Earwear,Palred,73415.0
2022-03-01,Earwear,Palred,83365.0
2022-04-01,Earwear,Palred,179877.0
2022-05-01,Earwear,Palred,135993.0
2022-06-01,Earwear,Palred,143457.0
2022-07-01,Earwear,Palred,175584.0
2022-08-01,Earwear,Palred,188746.0
2022-09-01,Earwear,Palred,288640.0
2022-10-01,Earwear,Palred,166203.0
2022-11-01,Earwear,Palred,202451.0
2022-12-01,Earwear,Palred,235653.0
2023-01-01,Earwear,Palred,250667.0
2023-02-01,Earwear,Palred,427385.0
2023-03-01,Earwear,Palred,246580.0
2023-04-01,Earwear,Palred,489098.0
2023-05-01,Earwear,Palred,276512.0
2023-06-01,Earwear,Palred,169157.0
2023-07-01,Earwear,Palred,193867.0
2023-08-01,Earwear,Palred,206657.0
2023-09-01,Earwear,Palred,204158.0
2023-10-01,Earwear,Palred,158653.0
2023-11-01,Earwear,Palred,148055.0
2023-12-01,Earwear,Palred,74621.0
2024-01-01,Earwear,Palred,92805.0
2024-02-01,Earwear,Palred,180239.0
2024-03-01,Earwear,Palred,7000.0
2024-04-01,Earwear,Palred,62932.0
2024-05-01,Earwear,Palred,72682.0
2024-06-01,Earwear,Palred,46902.0
2024-07-01,Earwear,Palred,64587.0
2024-08-01,Earwear,Palred,62821.0
2024-09-01,Earwear,Palred,151967.0
2024-10-01,Earwear,Palred,29268.0
2024-11-01,Earwear,Palred,19470.0
2024-12-01,Earwear,Palred,69989.0
2025-01-01,Earwear,Palred,77043.0
2025-02-01,Earwear,Palred,63239.0
2025-03-01,Earwear,Palred,28162.0
2025-04-01,Earwear,Palred,57787.0
2025-05-01,Earwear,Palred,21208.0
2025-06-01,Earwear,Palred,45183.0
2025-07-01,Earwear,Palred,71644.0
2025-08-01,Earwear,Palred,127833.0
2025-09-01,Earwear,Palred,135571.0
2025-10-01,Earwear,Palred,104650.0
2025-11-01,Earwear,Palred,64048.0
2025-12-01,Earwear,Palred,90801.0
2026-01-01,Earwear,Palred,77809.0
2026-02-01,Earwear,Palred,107776.0
2026-03-01,Earwear,Palred,116351.0
2024-03-01,Earwear,Philips,16511.0
2024-08-01,Earwear,Philips,10119.0
2024-09-01,Earwear,Philips,2805.0
2024-10-01,Earwear,Philips,8427.0
2024-11-01,Earwear,Philips,2112.0
2025-01-01,Earwear,Philips,2505.0
2025-04-01,Earwear,Philips,7400.0
2025-11-01,Earwear,Philips,1002.0
2025-12-01,Earwear,Philips,21592.0
2026-01-01,Earwear,Philips,3920.0
2026-03-01,Earwear,Philips,53184.0
2024-11-01,Earwear,Plantronics,1988.0
2024-12-01,Earwear,Plantronics,56.0
2025-01-01,Earwear,Plantronics,1227.0
2025-03-01,Earwear,Plantronics,26.0
2025-08-01,Earwear,Plantronics,79.0
2025-09-01,Earwear,Plantronics,87.0
2025-12-01,Earwear,Plantronics,416.0
2026-01-01,Earwear,Plantronics,265.0
2026-03-01,Earwear,Plantronics,100.0
2023-01-01,Earwear,Play,6110.0
2023-02-01,Earwear,Play,9360.0
2023-08-01,Earwear,Play,30449.0
2023-09-01,Earwear,Play,30753.0
2023-10-01,Earwear,Play,41911.0
2020-01-01,Earwear,Portronics,11821.0
2020-02-01,Earwear,Portronics,9600.0
2020-03-01,Earwear,Portronics,4210.0
2020-05-01,Earwear,Portronics,16372.0
2020-06-01,Earwear,Portronics,17687.0
2020-07-01,Earwear,Portronics,19338.0
2020-08-01,Earwear,Portronics,24000.0
2020-09-01,Earwear,Portronics,2012.0
2020-10-01,Earwear,Portronics,69861.0
2020-11-01,Earwear,Portronics,44446.0
2020-12-01,Earwear,Portronics,22070.0
2021-01-01,Earwear,Portronics,46004.0
2021-02-01,Earwear,Portronics,9023.0
2021-03-01,Earwear,Portronics,22477.0
2021-04-01,Earwear,Portronics,30876.0
2021-05-01,Earwear,Portronics,18019.0
2021-06-01,Earwear,Portronics,134959.0
2021-07-01,Earwear,Portronics,50096.0
2021-08-01,Earwear,Portronics,27000.0
2021-09-01,Earwear,Portronics,29657.0
2021-10-01,Earwear,Portronics,66995.0
2021-11-01,Earwear,Portronics,22222.0
2021-12-01,Earwear,Portronics,81514.0
2022-01-01,Earwear,Portronics,46151.0
2022-02-01,Earwear,Portronics,51731.0
2022-03-01,Earwear,Portronics,34059.0
2022-04-01,Earwear,Portronics,14760.0
2022-05-01,Earwear,Portronics,5898.0
2022-07-01,Earwear,Portronics,23074.0
2022-08-01,Earwear,Portronics,100030.0
2022-09-01,Earwear,Portronics,21698.0
2022-10-01,Earwear,Portronics,70268.0
2022-11-01,Earwear,Portronics,70299.0
2022-12-01,Earwear,Portronics,108514.0
2023-01-01,Earwear,Portronics,156996.0
2023-02-01,Earwear,Portronics,95933.0
2023-03-01,Earwear,Portronics,111776.0
2023-04-01,Earwear,Portronics,58268.0
2023-05-01,Earwear,Portronics,116766.0
2023-06-01,Earwear,Portronics,118993.0
2023-07-01,Earwear,Portronics,148985.0
2023-08-01,Earwear,Portronics,126727.0
2023-09-01,Earwear,Portronics,112556.0
2023-10-01,Earwear,Portronics,75659.0
2023-11-01,Earwear,Portronics,29344.0
2023-12-01,Earwear,Portronics,95502.0
2024-01-01,Earwear,Portronics,119165.0
2024-02-01,Earwear,Portronics,155168.0
2024-03-01,Earwear,Portronics,147405.0
2024-04-01,Earwear,Portronics,123806.0
2024-05-01,Earwear,Portronics,110512.0
2024-06-01,Earwear,Portronics,140760.0
2024-07-01,Earwear,Portronics,151550.0
2024-08-01,Earwear,Portronics,157757.0
2024-09-01,Earwear,Portronics,140716.0
2024-10-01,Earwear,Portronics,165408.0
2024-11-01,Earwear,Portronics,114387.0
2024-12-01,Earwear,Portronics,147637.0
2025-01-01,Earwear,Portronics,92430.0
2025-02-01,Earwear,Portronics,129118.0
2025-03-01,Earwear,Portronics,125385.0
2025-04-01,Earwear,Portronics,95530.0
2025-05-01,Earwear,Portronics,142413.0
2025-06-01,Earwear,Portronics,123556.0
2025-07-01,Earwear,Portronics,151647.0
2025-08-01,Earwear,Portronics,185239.0
2025-09-01,Earwear,Portronics,182035.0
2025-10-01,Earwear,Portronics,148472.0
2025-11-01,Earwear,Portronics,108387.0
2025-12-01,Earwear,Portronics,152221.0
2026-01-01,Earwear,Portronics,138673.0
2026-02-01,Earwear,Portronics,157964.0
2026-03-01,Earwear,Portronics,151530.0
2026-01-01,Earwear,QCY,5406.0
2026-02-01,Earwear,QCY,2410.0
2026-03-01,Earwear,QCY,288.0
2024-03-01,Earwear,RD,69686.0
2020-01-01,Earwear,SRK Powertech,6511.0
2020-03-01,Earwear,SRK Powertech,1450.0
2020-05-01,Earwear,SRK Powertech,5082.0
2020-06-01,Earwear,SRK Powertech,3455.0
2020-08-01,Earwear,SRK Powertech,12023.0
2020-09-01,Earwear,SRK Powertech,4021.0
2020-10-01,Earwear,SRK Powertech,3010.0
2020-11-01,Earwear,SRK Powertech,12549.0
2020-12-01,Earwear,SRK Powertech,11465.0
2021-01-01,Earwear,SRK Powertech,3006.0
2021-02-01,Earwear,SRK Powertech,4000.0
2021-04-01,Earwear,SRK Powertech,10000.0
2021-06-01,Earwear,SRK Powertech,998.0
2021-08-01,Earwear,SRK Powertech,18982.0
2021-09-01,Earwear,SRK Powertech,12910.0
2021-10-01,Earwear,SRK Powertech,31064.0
2021-11-01,Earwear,SRK Powertech,26582.0
2021-12-01,Earwear,SRK Powertech,22337.0
2022-01-01,Earwear,SRK Powertech,990.0
2022-02-01,Earwear,SRK Powertech,30440.0
2022-03-01,Earwear,SRK Powertech,47084.0
2022-04-01,Earwear,SRK Powertech,30353.0
2022-05-01,Earwear,SRK Powertech,38055.0
2022-06-01,Earwear,SRK Powertech,61005.0
2022-07-01,Earwear,SRK Powertech,32867.0
2022-08-01,Earwear,SRK Powertech,49217.0
2022-09-01,Earwear,SRK Powertech,74501.0
2022-10-01,Earwear,SRK Powertech,43860.0
2022-11-01,Earwear,SRK Powertech,32354.0
2022-12-01,Earwear,SRK Powertech,56833.0
2023-01-01,Earwear,SRK Powertech,46827.0
2023-02-01,Earwear,SRK Powertech,32015.0
2023-03-01,Earwear,SRK Powertech,44035.0
2023-04-01,Earwear,SRK Powertech,40435.0
2023-05-01,Earwear,SRK Powertech,50732.0
2023-06-01,Earwear,SRK Powertech,54513.0
2023-07-01,Earwear,SRK Powertech,2373.0
2023-08-01,Earwear,SRK Powertech,30250.0
2023-09-01,Earwear,SRK Powertech,29904.0
2023-10-01,Earwear,SRK Powertech,29840.0
2023-11-01,Earwear,SRK Powertech,9362.0
2023-12-01,Earwear,SRK Powertech,38324.0
2024-01-01,Earwear,SRK Powertech,29253.0
2024-02-01,Earwear,SRK Powertech,15571.0
2024-03-01,Earwear,SRK Powertech,6205.0
2024-04-01,Earwear,SRK Powertech,60038.0
2024-05-01,Earwear,SRK Powertech,25591.0
2024-06-01,Earwear,SRK Powertech,58716.0
2024-07-01,Earwear,SRK Powertech,55043.0
2024-08-01,Earwear,SRK Powertech,55457.0
2024-09-01,Earwear,SRK Powertech,44864.0
2024-10-01,Earwear,SRK Powertech,40987.0
2024-11-01,Earwear,SRK Powertech,13402.0
2024-12-01,Earwear,SRK Powertech,18278.0
2025-01-01,Earwear,SRK Powertech,19029.0
2025-02-01,Earwear,SRK Powertech,18317.0
2025-03-01,Earwear,SRK Powertech,10854.0
2025-04-01,Earwear,SRK Powertech,19692.0
2025-05-01,Earwear,SRK Powertech,17813.0
2025-06-01,Earwear,SRK Powertech,67679.0
2025-07-01,Earwear,SRK Powertech,32295.0
2025-08-01,Earwear,SRK Powertech,36615.0
2025-09-01,Earwear,SRK Powertech,38466.0
2025-10-01,Earwear,SRK Powertech,41000.0
2025-11-01,Earwear,SRK Powertech,39734.0
2025-12-01,Earwear,SRK Powertech,39200.0
2026-01-01,Earwear,SRK Powertech,40440.0
2026-02-01,Earwear,SRK Powertech,40600.0
2026-03-01,Earwear,SRK Powertech,39300.0
2020-01-01,Earwear,Samsung,194286.0
2020-02-01,Earwear,Samsung,344797.0
2020-03-01,Earwear,Samsung,157767.0
2020-05-01,Earwear,Samsung,536693.0
2020-06-01,Earwear,Samsung,781615.0
2020-07-01,Earwear,Samsung,432875.0
2020-08-01,Earwear,Samsung,580331.0
2020-09-01,Earwear,Samsung,493894.0
2020-10-01,Earwear,Samsung,526396.0
2020-11-01,Earwear,Samsung,117122.0
2020-12-01,Earwear,Samsung,245929.0
2021-01-01,Earwear,Samsung,377945.0
2021-02-01,Earwear,Samsung,350215.0
2021-03-01,Earwear,Samsung,397526.0
2021-04-01,Earwear,Samsung,239097.0
2021-05-01,Earwear,Samsung,290316.0
2021-06-01,Earwear,Samsung,200799.0
2021-07-01,Earwear,Samsung,257441.0
2021-08-01,Earwear,Samsung,368426.0
2021-09-01,Earwear,Samsung,374994.0
2021-10-01,Earwear,Samsung,367659.0
2021-11-01,Earwear,Samsung,212634.0
2021-12-01,Earwear,Samsung,170718.0
2022-01-01,Earwear,Samsung,132063.0
2022-02-01,Earwear,Samsung,177950.0
2022-03-01,Earwear,Samsung,138982.0
2022-04-01,Earwear,Samsung,125642.0
2022-05-01,Earwear,Samsung,147036.0
2022-06-01,Earwear,Samsung,167735.0
2022-07-01,Earwear,Samsung,267561.0
2022-08-01,Earwear,Samsung,333718.0
2022-09-01,Earwear,Samsung,367243.0
2022-10-01,Earwear,Samsung,208383.0
2022-11-01,Earwear,Samsung,104175.0
2022-12-01,Earwear,Samsung,107598.0
2023-01-01,Earwear,Samsung,158303.0
2023-02-01,Earwear,Samsung,116702.0
2023-03-01,Earwear,Samsung,167085.0
2023-04-01,Earwear,Samsung,143936.0
2023-05-01,Earwear,Samsung,206007.0
2023-06-01,Earwear,Samsung,252498.0
2023-07-01,Earwear,Samsung,300268.0
2023-08-01,Earwear,Samsung,411776.0
2023-09-01,Earwear,Samsung,361952.0
2023-10-01,Earwear,Samsung,129299.0
2023-11-01,Earwear,Samsung,145931.0
2023-12-01,Earwear,Samsung,89856.0
2024-01-01,Earwear,Samsung,52114.0
2024-02-01,Earwear,Samsung,96891.0
2024-03-01,Earwear,Samsung,74120.0
2024-04-01,Earwear,Samsung,117549.0
2024-05-01,Earwear,Samsung,142419.0
2024-06-01,Earwear,Samsung,192513.0
2024-07-01,Earwear,Samsung,222449.0
2024-08-01,Earwear,Samsung,229506.0
2024-09-01,Earwear,Samsung,357348.0
2024-10-01,Earwear,Samsung,95508.0
2024-11-01,Earwear,Samsung,41544.0
2024-12-01,Earwear,Samsung,85358.0
2025-01-01,Earwear,Samsung,180752.0
2025-02-01,Earwear,Samsung,102876.0
2025-03-01,Earwear,Samsung,157689.0
2025-04-01,Earwear,Samsung,210746.0
2025-05-01,Earwear,Samsung,264928.0
2025-06-01,Earwear,Samsung,126972.0
2025-07-01,Earwear,Samsung,208355.0
2025-08-01,Earwear,Samsung,476314.0
2025-09-01,Earwear,Samsung,442176.0
2025-10-01,Earwear,Samsung,69947.0
2025-11-01,Earwear,Samsung,59233.0
2025-12-01,Earwear,Samsung,228934.0
2026-01-01,Earwear,Samsung,62926.0
2026-02-01,Earwear,Samsung,67020.0
2026-03-01,Earwear,Samsung,79286.0
2020-01-01,Earwear,Sennheiser,6565.0
2020-02-01,Earwear,Sennheiser,5830.0
2020-03-01,Earwear,Sennheiser,1711.0
2020-05-01,Earwear,Sennheiser,3524.0
2020-06-01,Earwear,Sennheiser,3110.0
2020-07-01,Earwear,Sennheiser,4300.0
2020-08-01,Earwear,Sennheiser,2550.0
2020-09-01,Earwear,Sennheiser,6749.0
2020-10-01,Earwear,Sennheiser,5890.0
2020-11-01,Earwear,Sennheiser,2510.0
2021-12-01,Earwear,Sennheiser,1345.0
2022-01-01,Earwear,Sennheiser,2219.0
2022-04-01,Earwear,Sennheiser,3553.0
2022-05-01,Earwear,Sennheiser,3334.0
2022-06-01,Earwear,Sennheiser,5376.0
2022-07-01,Earwear,Sennheiser,10766.0
2022-08-01,Earwear,Sennheiser,6040.0
2022-09-01,Earwear,Sennheiser,2881.0
2022-10-01,Earwear,Sennheiser,2389.0
2022-11-01,Earwear,Sennheiser,969.0
2022-12-01,Earwear,Sennheiser,2742.0
2023-01-01,Earwear,Sennheiser,2996.0
2023-02-01,Earwear,Sennheiser,1901.0
2023-03-01,Earwear,Sennheiser,1444.0
2023-04-01,Earwear,Sennheiser,3460.0
2023-05-01,Earwear,Sennheiser,1192.0
2023-06-01,Earwear,Sennheiser,4697.0
2023-07-01,Earwear,Sennheiser,370.0
2023-08-01,Earwear,Sennheiser,1559.0
