month,product_category,company,value_inr_m
2025-05-01,Earwear,Montblanc,0.6137
2025-06-01,Earwear,Montblanc,1.0527000000000002
2025-08-01,Earwear,Montblanc,0.1083
2025-10-01,Earwear,Montblanc,0.0722
2026-01-01,Earwear,Montblanc,0.1089
2026-03-01,Earwear,Montblanc,0.0363
2020-01-01,Earwear,Nexxbase,166.549854
2020-02-01,Earwear,Nexxbase,75.8836380000001
2020-03-01,Earwear,Nexxbase,136.91990299999995
2020-05-01,Earwear,Nexxbase,182.991224
2020-06-01,Earwear,Nexxbase,145.62761400000002
2020-07-01,Earwear,Nexxbase,186.504551
2020-08-01,Earwear,Nexxbase,337.9423940000004
2020-09-01,Earwear,Nexxbase,370.43775800000026
2020-10-01,Earwear,Nexxbase,196.99757300000016
2020-11-01,Earwear,Nexxbase,186.49978100000007
2020-12-01,Earwear,Nexxbase,172.033862
2021-01-01,Earwear,Nexxbase,208.57144799999972
2021-02-01,Earwear,Nexxbase,194.5110729999998
2021-03-01,Earwear,Nexxbase,150.21652299999977
2021-04-01,Earwear,Nexxbase,150.04017299999978
2021-05-01,Earwear,Nexxbase,197.659066
2021-06-01,Earwear,Nexxbase,251.34906200000003
2021-07-01,Earwear,Nexxbase,322.6806450000001
2021-08-01,Earwear,Nexxbase,260.942137
2021-09-01,Earwear,Nexxbase,556.138316
2021-10-01,Earwear,Nexxbase,441.81231500000007
2021-11-01,Earwear,Nexxbase,286.293227
2021-12-01,Earwear,Nexxbase,377.790507
2022-01-01,Earwear,Nexxbase,410.420424
2022-02-01,Earwear,Nexxbase,262.777045
2022-03-01,Earwear,Nexxbase,291.710276
2022-04-01,Earwear,Nexxbase,437.1916010000001
2022-05-01,Earwear,Nexxbase,340.34443300000004
2022-06-01,Earwear,Nexxbase,559.016394
2022-07-01,Earwear,Nexxbase,591.2844359999999
2022-08-01,Earwear,Nexxbase,563.440163
2022-09-01,Earwear,Nexxbase,873.9383700000003
2022-10-01,Earwear,Nexxbase,296.199978
2022-11-01,Earwear,Nexxbase,304.771034
2022-12-01,Earwear,Nexxbase,317.1142
2023-01-01,Earwear,Nexxbase,354.92706200000003
2023-02-01,Earwear,Nexxbase,352.17631600000004
2023-03-01,Earwear,Nexxbase,271.99630399999995
2023-04-01,Earwear,Nexxbase,280.20149100000003
2023-05-01,Earwear,Nexxbase,357.26550700000007
2023-06-01,Earwear,Nexxbase,620.634451
2023-07-01,Earwear,Nexxbase,671.4657559999999
2023-08-01,Earwear,Nexxbase,754.5747050000001
2023-09-01,Earwear,Nexxbase,851.3373310000001
2023-10-01,Earwear,Nexxbase,566.400807
2023-11-01,Earwear,Nexxbase,410.876117
2023-12-01,Earwear,Nexxbase,464.509488
2024-01-01,Earwear,Nexxbase,631.2289919999998
2024-02-01,Earwear,Nexxbase,475.94594799999993
2024-03-01,Earwear,Nexxbase,422.62511400000005
2024-04-01,Earwear,Nexxbase,573.3608350000001
2024-05-01,Earwear,Nexxbase,552.0113429999999
2024-06-01,Earwear,Nexxbase,657.777619
2024-07-01,Earwear,Nexxbase,554.8879579999999
2024-08-01,Earwear,Nexxbase,631.9842130000001
2024-09-01,Earwear,Nexxbase,927.774838
2024-10-01,Earwear,Nexxbase,617.7329100000001
2024-11-01,Earwear,Nexxbase,540.936708
2024-12-01,Earwear,Nexxbase,638.0528860000001
2025-01-01,Earwear,Nexxbase,904.4821019999996
2025-02-01,Earwear,Nexxbase,938.269257
2025-03-01,Earwear,Nexxbase,736.72817
2025-04-01,Earwear,Nexxbase,699.6381970000001
2025-05-01,Earwear,Nexxbase,773.4455230000002
2025-06-01,Earwear,Nexxbase,754.8406090000001
2025-07-01,Earwear,Nexxbase,795.6791709999998
2025-08-01,Earwear,Nexxbase,1103.4181589999998
2025-09-01,Earwear,Nexxbase,805.6300000000002
2025-10-01,Earwear,Nexxbase,837.82136
2025-11-01,Earwear,Nexxbase,556.6708819999999
2025-12-01,Earwear,Nexxbase,920.5392000000004
2026-01-01,Earwear,Nexxbase,828.441394
2026-02-01,Earwear,Nexxbase,708.4344500000002
2026-03-01,Earwear,Nexxbase,758.8194000000001
2021-08-01,Earwear,Nothing,60.73645499999999
2021-09-01,Earwear,Nothing,242.131968
2021-10-01,Earwear,Nothing,43.93701
2021-11-01,Earwear,Nothing,104.91501
2021-12-01,Earwear,Nothing,86.773602
2022-01-01,Earwear,Nothing,55.278102
2022-02-01,Earwear,Nothing,35.141979
2022-03-01,Earwear,Nothing,11.044422
2022-06-01,Earwear,Nothing,16.292993
2022-10-01,Earwear,Nothing,62.900013
2022-11-01,Earwear,Nothing,57.54303899999999
2022-12-01,Earwear,Nothing,64.158951
2023-01-01,Earwear,Nothing,27.315786000000003
2023-02-01,Earwear,Nothing,0.271968
2023-03-01,Earwear,Nothing,151.9848
2023-04-01,Earwear,Nothing,60.99389999999999
2023-05-01,Earwear,Nothing,58.32416699999999
2023-06-01,Earwear,Nothing,46.204755
2023-07-01,Earwear,Nothing,108.98617999999998
2023-08-01,Earwear,Nothing,10.59894
2023-09-01,Earwear,Nothing,302.434302
2023-10-01,Earwear,Nothing,121.453198
2023-11-01,Earwear,Nothing,25.485119999999995
2024-01-01,Earwear,Nothing,20.79168
2024-02-01,Earwear,Nothing,36.985200000000006
2024-03-01,Earwear,Nothing,169.28461599999997
2024-04-01,Earwear,Nothing,209.00130700000005
2024-05-01,Earwear,Nothing,134.05580899999998
2024-06-01,Earwear,Nothing,113.199285
2024-07-01,Earwear,Nothing,142.246432
2024-08-01,Earwear,Nothing,266.616418
2024-09-01,Earwear,Nothing,467.83524
2024-10-01,Earwear,Nothing,149.77065399999998
2024-11-01,Earwear,Nothing,194.560006
2024-12-01,Earwear,Nothing,86.248829
2025-01-01,Earwear,Nothing,140.68099999999998
2025-02-01,Earwear,Nothing,95.226468
2025-03-01,Earwear,Nothing,81.707532
2025-04-01,Earwear,Nothing,136.624869
2025-05-01,Earwear,Nothing,213.37262600000005
2025-06-01,Earwear,Nothing,205.580749
2025-07-01,Earwear,Nothing,516.1153
2025-08-01,Earwear,Nothing,790.909804
2025-09-01,Earwear,Nothing,265.158749
2025-10-01,Earwear,Nothing,319.11462600000004
2025-11-01,Earwear,Nothing,229.57011
2025-12-01,Earwear,Nothing,201.93843
2026-01-01,Earwear,Nothing,380.716966
2026-02-01,Earwear,Nothing,276.550492
2026-03-01,Earwear,Nothing,292.441566
2025-03-01,Earwear,Number Fone Company,137.92686700000002
2025-04-01,Earwear,Number Fone Company,13.101938
2025-05-01,Earwear,Number Fone Company,40.978057
2025-06-01,Earwear,Number Fone Company,24.387543
2025-07-01,Earwear,Number Fone Company,17.731471
2025-08-01,Earwear,Number Fone Company,33.280517
2025-09-01,Earwear,Number Fone Company,23.114731000000003
2025-10-01,Earwear,Number Fone Company,14.993556000000002
2025-11-01,Earwear,Number Fone Company,0.5077689999999999
2025-12-01,Earwear,Number Fone Company,18.055415
2026-01-01,Earwear,Number Fone Company,24.686423
2026-02-01,Earwear,Number Fone Company,1.380959
2026-03-01,Earwear,Number Fone Company,27.725172
2020-01-01,Earwear,OPPO,525.8858370000003
2020-02-01,Earwear,OPPO,204.47937999999985
2020-03-01,Earwear,OPPO,213.95389
2020-05-01,Earwear,OPPO,662.4886600000003
2020-06-01,Earwear,OPPO,1653.7475239999997
2020-07-01,Earwear,OPPO,1476.642476
2020-08-01,Earwear,OPPO,1895.618125999999
2020-09-01,Earwear,OPPO,2572.4784320000003
2020-10-01,Earwear,OPPO,2385.408214000001
2020-11-01,Earwear,OPPO,2225.8670680000005
2020-12-01,Earwear,OPPO,2596.227627
2021-01-01,Earwear,OPPO,1541.4975150000012
2021-02-01,Earwear,OPPO,1911.7847490000024
2021-03-01,Earwear,OPPO,1608.1274580000013
2021-04-01,Earwear,OPPO,1041.4894000000006
2021-05-01,Earwear,OPPO,533.98504
2021-06-01,Earwear,OPPO,1404.9980900000005
2021-07-01,Earwear,OPPO,1931.439735
2021-08-01,Earwear,OPPO,1927.058657
2021-09-01,Earwear,OPPO,3251.0321580000004
2021-10-01,Earwear,OPPO,2381.6247890000004
2021-11-01,Earwear,OPPO,1332.761938
2021-12-01,Earwear,OPPO,1226.942509
2022-01-01,Earwear,OPPO,1694.293749
2022-02-01,Earwear,OPPO,1291.0531059999998
2022-03-01,Earwear,OPPO,1445.2943759999998
2022-04-01,Earwear,OPPO,2649.492025
2022-05-01,Earwear,OPPO,2556.819314
2022-06-01,Earwear,OPPO,2357.4175120000004
2022-07-01,Earwear,OPPO,2972.5359540000004
2022-08-01,Earwear,OPPO,3659.073159000001
2022-09-01,Earwear,OPPO,4316.590176
2022-10-01,Earwear,OPPO,2613.471414000001
2022-11-01,Earwear,OPPO,2195.96087
2022-12-01,Earwear,OPPO,2305.1515510000004
2023-01-01,Earwear,OPPO,1542.5850950000004
2023-02-01,Earwear,OPPO,1256.594653
2023-03-01,Earwear,OPPO,1472.3525660000005
2023-04-01,Earwear,OPPO,3761.5065990000016
2023-05-01,Earwear,OPPO,3104.698251
2023-06-01,Earwear,OPPO,2592.412083
2023-07-01,Earwear,OPPO,3539.69413
2023-08-01,Earwear,OPPO,3744.81259
2023-09-01,Earwear,OPPO,4852.514378999999
2023-10-01,Earwear,OPPO,2353.960613
2023-11-01,Earwear,OPPO,1358.296014
2023-12-01,Earwear,OPPO,1646.0713919999996
2024-01-01,Earwear,OPPO,1479.8693129999997
2024-02-01,Earwear,OPPO,1890.1093260000007
2024-03-01,Earwear,OPPO,1665.1959720000002
2024-04-01,Earwear,OPPO,2225.597675
2024-05-01,Earwear,OPPO,2463.64554
2024-06-01,Earwear,OPPO,2972.9145710000003
2024-07-01,Earwear,OPPO,2682.624558
2024-08-01,Earwear,OPPO,3758.250762
2024-09-01,Earwear,OPPO,2825.166208
2024-10-01,Earwear,OPPO,2653.232937
2024-11-01,Earwear,OPPO,1184.449388
2024-12-01,Earwear,OPPO,2458.530086
2025-01-01,Earwear,OPPO,1590.073734
2025-02-01,Earwear,OPPO,1511.655567
2025-03-01,Earwear,OPPO,2093.01747
2025-04-01,Earwear,OPPO,2274.7261000000003
2025-05-01,Earwear,OPPO,1982.421525
2025-06-01,Earwear,OPPO,3230.0619780000006
2025-07-01,Earwear,OPPO,3645.935252
2025-08-01,Earwear,OPPO,4742.407619
2025-09-01,Earwear,OPPO,4651.477916000002
2025-10-01,Earwear,OPPO,2478.941897
2025-11-01,Earwear,OPPO,1169.717391
2025-12-01,Earwear,OPPO,2338.5674870000003
2026-01-01,Earwear,OPPO,1825.8250570000005
2026-02-01,Earwear,OPPO,1829.70557
2026-03-01,Earwear,OPPO,1763.4728469999998
2020-01-01,Earwear,Others,91.18319700000004
2020-02-01,Earwear,Others,96.35651699999998
2020-03-01,Earwear,Others,85.58958299999999
2020-05-01,Earwear,Others,103.0330350000001
2020-06-01,Earwear,Others,154.032787
2020-07-01,Earwear,Others,188.67652
2020-08-01,Earwear,Others,310.04347200000007
2020-09-01,Earwear,Others,266.834352
2020-10-01,Earwear,Others,189.353293
2020-11-01,Earwear,Others,255.67509588067145
2020-12-01,Earwear,Others,291.12798
2021-01-01,Earwear,Others,294.285311
2021-02-01,Earwear,Others,150.85873199999995
2021-03-01,Earwear,Others,116.362289
2021-04-01,Earwear,Others,126.13038699999998
2021-05-01,Earwear,Others,164.43666000000002
2021-06-01,Earwear,Others,304.862833
2021-07-01,Earwear,Others,471.4325480000001
2021-08-01,Earwear,Others,302.626887
2021-09-01,Earwear,Others,604.1948649999999
2021-10-01,Earwear,Others,757.0843809999999
2021-11-01,Earwear,Others,453.318799
2021-12-01,Earwear,Others,400.88623799999993
2022-01-01,Earwear,Others,462.304932
2022-02-01,Earwear,Others,468.57594599999993
2022-03-01,Earwear,Others,572.8752149999999
2022-04-01,Earwear,Others,1008.4047389999998
2022-05-01,Earwear,Others,1138.808578
2022-06-01,Earwear,Others,1126.676406
2022-07-01,Earwear,Others,1180.4443899999997
2022-08-01,Earwear,Others,1209.642206
2022-09-01,Earwear,Others,1607.468634
2022-10-01,Earwear,Others,1168.988523
2022-11-01,Earwear,Others,583.667606
2022-12-01,Earwear,Others,911.898995
2023-01-01,Earwear,Others,546.9333540000001
2023-02-01,Earwear,Others,383.968254
2023-03-01,Earwear,Others,491.715061
2023-04-01,Earwear,Others,622.9446399999999
2023-05-01,Earwear,Others,821.5844539999999
2023-06-01,Earwear,Others,914.7498880000004
2023-07-01,Earwear,Others,1334.921541
2023-08-01,Earwear,Others,1161.4787190000002
2023-09-01,Earwear,Others,1110.895435
2023-10-01,Earwear,Others,409.340192
2023-11-01,Earwear,Others,445.452118
2023-12-01,Earwear,Others,422.703891
2024-01-01,Earwear,Others,434.9091010000001
2024-02-01,Earwear,Others,816.0454350000001
2024-03-01,Earwear,Others,390.095368
2024-04-01,Earwear,Others,444.054797
2024-05-01,Earwear,Others,583.856182
2024-06-01,Earwear,Others,349.50497200000007
2024-07-01,Earwear,Others,421.7120670000001
2024-08-01,Earwear,Others,570.048304
2024-09-01,Earwear,Others,588.040706
2024-10-01,Earwear,Others,918.673986
2024-11-01,Earwear,Others,538.9916220000001
2024-12-01,Earwear,Others,604.7700590000001
2025-01-01,Earwear,Others,677.893507
2025-02-01,Earwear,Others,619.2041849999999
2025-03-01,Earwear,Others,227.76439099999996
2025-04-01,Earwear,Others,450.329234
2025-05-01,Earwear,Others,563.9520249999999
2025-06-01,Earwear,Others,364.509295
2025-07-01,Earwear,Others,481.012711
2025-08-01,Earwear,Others,711.0099499999999
2025-09-01,Earwear,Others,702.261013
2025-10-01,Earwear,Others,492.672678
2025-11-01,Earwear,Others,362.621021
2025-12-01,Earwear,Others,582.4699760000001
2026-01-01,Earwear,Others,734.8947740000001
2026-02-01,Earwear,Others,343.162441
2026-03-01,Earwear,Others,675.96031
2020-01-01,Earwear,Palred,104.919498
2020-02-01,Earwear,Palred,11.987999999999998
2020-03-01,Earwear,Palred,10.73925
2020-05-01,Earwear,Palred,25.243792
2020-06-01,Earwear,Palred,123.260048
2020-07-01,Earwear,Palred,82.87209999999999
2020-08-01,Earwear,Palred,150.509745
2020-09-01,Earwear,Palred,158.54000000000002
2020-10-01,Earwear,Palred,298.311437
2020-11-01,Earwear,Palred,88.94003100000018
2020-12-01,Earwear,Palred,128.526496
2021-01-01,Earwear,Palred,146.58974099999998
2021-02-01,Earwear,Palred,244.74552600000004
2021-03-01,Earwear,Palred,45.00395100000001
2021-04-01,Earwear,Palred,130.16621600000005
2021-05-01,Earwear,Palred,178.10391200000004
2021-06-01,Earwear,Palred,172.89534499999996
2021-07-01,Earwear,Palred,211.13945
2021-08-01,Earwear,Palred,110.253202
2021-09-01,Earwear,Palred,347.553192
2021-10-01,Earwear,Palred,237.983467
2021-11-01,Earwear,Palred,119.231805
2021-12-01,Earwear,Palred,132.920631
2022-01-01,Earwear,Palred,168.14736000000002
2022-02-01,Earwear,Palred,69.296235
2022-03-01,Earwear,Palred,75.252835
2022-04-01,Earwear,Palred,184.588373
2022-05-01,Earwear,Palred,157.975307
2022-06-01,Earwear,Palred,130.460243
2022-07-01,Earwear,Palred,146.97031600000005
2022-08-01,Earwear,Palred,206.257655
2022-09-01,Earwear,Palred,265.38286
2022-10-01,Earwear,Palred,181.44249699999995
2022-11-01,Earwear,Palred,178.528949
2022-12-01,Earwear,Palred,215.92294700000005
2023-01-01,Earwear,Palred,207.20833299999995
2023-02-01,Earwear,Palred,386.960565
2023-03-01,Earwear,Palred,210.48552
2023-04-01,Earwear,Palred,475.241832
2023-05-01,Earwear,Palred,266.493948
2023-06-01,Earwear,Palred,168.530413
2023-07-01,Earwear,Palred,200.985643
2023-08-01,Earwear,Palred,197.083369
2023-09-01,Earwear,Palred,197.266642
2023-10-01,Earwear,Palred,157.127397
2023-11-01,Earwear,Palred,134.0492020000001
2023-12-01,Earwear,Palred,70.12345
2024-01-01,Earwear,Palred,93.29967500000004
2024-02-01,Earwear,Palred,156.92453499999996
2024-03-01,Earwear,Palred,5.792999999999999
2024-04-01,Earwear,Palred,59.602957
2024-05-01,Earwear,Palred,94.299371
2024-06-01,Earwear,Palred,49.998538
2024-07-01,Earwear,Palred,64.57147499999999
2024-08-01,Earwear,Palred,55.46424799999999
2024-09-01,Earwear,Palred,204.91257499999995
2024-10-01,Earwear,Palred,24.57317800000001
2024-11-01,Earwear,Palred,20.213352000000004
2024-12-01,Earwear,Palred,56.62696999999999
2025-01-01,Earwear,Palred,66.849769
2025-02-01,Earwear,Palred,54.61192
2025-03-01,Earwear,Palred,21.715258
2025-04-01,Earwear,Palred,53.421513
2025-05-01,Earwear,Palred,15.511249
2025-06-01,Earwear,Palred,30.724374
2025-07-01,Earwear,Palred,59.216356000000005
2025-08-01,Earwear,Palred,93.228567
2025-09-01,Earwear,Palred,100.124199
2025-10-01,Earwear,Palred,73.187442
2025-11-01,Earwear,Palred,55.742011
2025-12-01,Earwear,Palred,71.143401
2026-01-01,Earwear,Palred,59.39857800000001
2026-02-01,Earwear,Palred,91.570653
2026-03-01,Earwear,Palred,95.206029
2024-03-01,Earwear,Philips,35.911289
2024-08-01,Earwear,Philips,19.873767
2024-09-01,Earwear,Philips,9.814695
2024-10-01,Earwear,Philips,22.328073
2024-11-01,Earwear,Philips,6.333888
2025-01-01,Earwear,Philips,7.011494999999999
2025-04-01,Earwear,Philips,14.3926
2025-11-01,Earwear,Philips,4.507998
2025-12-01,Earwear,Philips,59.212752
2026-01-01,Earwear,Philips,8.800891999999997
2026-03-01,Earwear,Philips,76.44865100000001
2024-11-01,Earwear,Plantronics,45.918824
2024-12-01,Earwear,Plantronics,1.069544
2025-01-01,Earwear,Plantronics,19.630773
2025-03-01,Earwear,Plantronics,0.579644
2025-08-01,Earwear,Plantronics,2.1487210000000005
2025-09-01,Earwear,Plantronics,2.366313
2025-12-01,Earwear,Plantronics,10.067859
2026-01-01,Earwear,Plantronics,12.733250000000002
2026-03-01,Earwear,Plantronics,4.805
2023-01-01,Earwear,Play,10.06249
2023-02-01,Earwear,Play,15.90264
2023-08-01,Earwear,Play,47.140551
2023-09-01,Earwear,Play,41.920847
2023-10-01,Earwear,Play,54.176141
2020-01-01,Earwear,Portronics,27.609179
2020-02-01,Earwear,Portronics,12.470399999999998
2020-03-01,Earwear,Portronics,12.52079
2020-05-01,Earwear,Portronics,19.463628000000064
2020-06-01,Earwear,Portronics,34.081813
2020-07-01,Earwear,Portronics,38.389062
2020-08-01,Earwear,Portronics,38.176
2020-09-01,Earwear,Portronics,2.0099880000000003
2020-10-01,Earwear,Portronics,91.614339
2020-11-01,Earwear,Portronics,60.41915399999999
2020-12-01,Earwear,Portronics,31.08213
2021-01-01,Earwear,Portronics,51.048096
2021-02-01,Earwear,Portronics,9.013977
2021-03-01,Earwear,Portronics,27.85632300000006
2021-04-01,Earwear,Portronics,35.71422400000003
2021-05-01,Earwear,Portronics,16.900181
2021-06-01,Earwear,Portronics,160.02284100000014
2021-07-01,Earwear,Portronics,66.954104
2021-08-01,Earwear,Portronics,32.28099999999999
2021-09-01,Earwear,Portronics,30.750943
2021-10-01,Earwear,Portronics,73.404305
2021-11-01,Earwear,Portronics,22.543778
2021-12-01,Earwear,Portronics,93.89368600000002
2022-01-01,Earwear,Portronics,51.028849
2022-02-01,Earwear,Portronics,70.278969
2022-03-01,Earwear,Portronics,40.306941
2022-04-01,Earwear,Portronics,16.05864
2022-05-01,Earwear,Portronics,7.661502
2022-07-01,Earwear,Portronics,35.27042600000001
2022-08-01,Earwear,Portronics,82.95716999999999
2022-09-01,Earwear,Portronics,15.357101999999998
2022-10-01,Earwear,Portronics,72.262632
2022-11-01,Earwear,Portronics,78.70820099999999
2022-12-01,Earwear,Portronics,99.392446
2023-01-01,Earwear,Portronics,151.093804
2023-02-01,Earwear,Portronics,76.768767
2023-03-01,Earwear,Portronics,91.929524
2023-04-01,Earwear,Portronics,47.333382
2023-05-01,Earwear,Portronics,107.26868399999998
2023-06-01,Earwear,Portronics,122.759507
2023-07-01,Earwear,Portronics,118.088235
2023-08-01,Earwear,Portronics,102.382783
2023-09-01,Earwear,Portronics,87.701184
2023-10-01,Earwear,Portronics,63.399491
2023-11-01,Earwear,Portronics,27.471756
2023-12-01,Earwear,Portronics,84.99889799999998
2024-01-01,Earwear,Portronics,107.432507
2024-02-01,Earwear,Portronics,127.38934900000002
2024-03-01,Earwear,Portronics,129.66707000000002
2024-04-01,Earwear,Portronics,108.881942
2024-05-01,Earwear,Portronics,90.086307
2024-06-01,Earwear,Portronics,113.457586
2024-07-01,Earwear,Portronics,119.770566
2024-08-01,Earwear,Portronics,129.92798599999998
2024-09-01,Earwear,Portronics,117.98304
2024-10-01,Earwear,Portronics,144.66616
2024-11-01,Earwear,Portronics,93.589063
2024-12-01,Earwear,Portronics,125.942928
2025-01-01,Earwear,Portronics,75.82768999999999
2025-02-01,Earwear,Portronics,105.424642
2025-03-01,Earwear,Portronics,102.30402
2025-04-01,Earwear,Portronics,82.30766600000003
2025-05-01,Earwear,Portronics,113.698678
2025-06-01,Earwear,Portronics,105.04382799999998
2025-07-01,Earwear,Portronics,139.50682700000002
2025-08-01,Earwear,Portronics,160.252156
2025-09-01,Earwear,Portronics,162.05021900000003
2025-10-01,Earwear,Portronics,124.564812
2025-11-01,Earwear,Portronics,98.05537899999996
2025-12-01,Earwear,Portronics,124.357674
2026-01-01,Earwear,Portronics,113.09345399999997
2026-02-01,Earwear,Portronics,124.12409900000002
2026-03-01,Earwear,Portronics,125.01555500000003
2026-01-01,Earwear,QCY,9.623182000000002
2026-02-01,Earwear,QCY,3.7275900000000006
2026-03-01,Earwear,QCY,0.5692109999999999
2024-03-01,Earwear,RD,55.32335499999999
2020-01-01,Earwear,SRK Powertech,11.312798999999998
2020-03-01,Earwear,SRK Powertech,2.89855
2020-05-01,Earwear,SRK Powertech,9.25235
2020-06-01,Earwear,SRK Powertech,6.906545
2020-08-01,Earwear,SRK Powertech,22.924977
2020-09-01,Earwear,SRK Powertech,5.223279
2020-10-01,Earwear,SRK Powertech,6.01699
2020-11-01,Earwear,SRK Powertech,21.826894
2020-12-01,Earwear,SRK Powertech,18.596747
2021-01-01,Earwear,SRK Powertech,6.008994
2021-02-01,Earwear,SRK Powertech,7.996
2021-04-01,Earwear,SRK Powertech,18.19
2021-06-01,Earwear,SRK Powertech,1.296402
2021-08-01,Earwear,SRK Powertech,19.044818
2021-09-01,Earwear,SRK Powertech,15.99509
2021-10-01,Earwear,SRK Powertech,34.525436
2021-11-01,Earwear,SRK Powertech,38.706318
2021-12-01,Earwear,SRK Powertech,27.631163
2022-01-01,Earwear,SRK Powertech,0.89001
2022-02-01,Earwear,SRK Powertech,30.03856
2022-03-01,Earwear,SRK Powertech,52.316086
2022-04-01,Earwear,SRK Powertech,31.725847
2022-05-01,Earwear,SRK Powertech,43.270995
2022-06-01,Earwear,SRK Powertech,63.481645
2022-07-01,Earwear,SRK Powertech,36.834633
2022-08-01,Earwear,SRK Powertech,51.684969
2022-09-01,Earwear,SRK Powertech,92.124854
2022-10-01,Earwear,SRK Powertech,57.394948
2022-11-01,Earwear,SRK Powertech,36.813146
2022-12-01,Earwear,SRK Powertech,88.80785599999999
2023-01-01,Earwear,SRK Powertech,68.05786699999999
2023-02-01,Earwear,SRK Powertech,45.75701899999999
2023-03-01,Earwear,SRK Powertech,59.05554899999999
2023-04-01,Earwear,SRK Powertech,53.99196099999999
2023-05-01,Earwear,SRK Powertech,65.91991799999998
2023-06-01,Earwear,SRK Powertech,66.126977
2023-07-01,Earwear,SRK Powertech,2.845226999999999
2023-08-01,Earwear,SRK Powertech,47.149263000000005
2023-09-01,Earwear,SRK Powertech,38.908796
2023-10-01,Earwear,SRK Powertech,39.673972000000006
2023-11-01,Earwear,SRK Powertech,12.568872000000002
2023-12-01,Earwear,SRK Powertech,53.650276
2024-01-01,Earwear,SRK Powertech,35.184747
2024-02-01,Earwear,SRK Powertech,24.142029
2024-03-01,Earwear,SRK Powertech,8.193645
2024-04-01,Earwear,SRK Powertech,86.45451200000002
2024-05-01,Earwear,SRK Powertech,36.935459
2024-06-01,Earwear,SRK Powertech,88.199684
2024-07-01,Earwear,SRK Powertech,80.824951
2024-08-01,Earwear,SRK Powertech,85.52664299999999
2024-09-01,Earwear,SRK Powertech,72.28115300000002
2024-10-01,Earwear,SRK Powertech,74.139113
2024-11-01,Earwear,SRK Powertech,22.145998
2024-12-01,Earwear,SRK Powertech,26.303172
2025-01-01,Earwear,SRK Powertech,27.940870999999994
2025-02-01,Earwear,SRK Powertech,26.596382999999992
2025-03-01,Earwear,SRK Powertech,19.097624
2025-04-01,Earwear,SRK Powertech,34.028368
2025-05-01,Earwear,SRK Powertech,30.354352
2025-06-01,Earwear,SRK Powertech,83.03252099999999
2025-07-01,Earwear,SRK Powertech,39.174905
2025-08-01,Earwear,SRK Powertech,71.877705
2025-09-01,Earwear,SRK Powertech,75.68563400000001
2025-10-01,Earwear,SRK Powertech,75.33898199999999
2025-11-01,Earwear,SRK Powertech,68.735666
2025-12-01,Earwear,SRK Powertech,72.4675
2026-01-01,Earwear,SRK Powertech,74.09035999999999
2026-02-01,Earwear,SRK Powertech,74.481706
2026-03-01,Earwear,SRK Powertech,69.069
2020-01-01,Earwear,Samsung,637.5975740000001
2020-02-01,Earwear,Samsung,1997.340683
2020-03-01,Earwear,Samsung,376.2268530000002
2020-05-01,Earwear,Samsung,1640.486281
2020-06-01,Earwear,Samsung,1934.526049
2020-07-01,Earwear,Samsung,1150.548405
2020-08-01,Earwear,Samsung,1884.1882189999997
2020-09-01,Earwear,Samsung,1457.559506000001
2020-10-01,Earwear,Samsung,1912.022343
2020-11-01,Earwear,Samsung,412.25664500000016
2020-12-01,Earwear,Samsung,491.0879760000001
2021-01-01,Earwear,Samsung,1424.9698100000005
2021-02-01,Earwear,Samsung,1437.5438380000005
2021-03-01,Earwear,Samsung,1234.726566
2021-04-01,Earwear,Samsung,910.9642570000002
2021-05-01,Earwear,Samsung,1024.3987229999998
2021-06-01,Earwear,Samsung,649.1837690000003
2021-07-01,Earwear,Samsung,834.0128020000003
2021-08-01,Earwear,Samsung,1689.6219190000006
2021-09-01,Earwear,Samsung,1117.8043650000002
2021-10-01,Earwear,Samsung,1536.477762
2021-11-01,Earwear,Samsung,604.389312
2021-12-01,Earwear,Samsung,774.7494439999999
2022-01-01,Earwear,Samsung,691.072369
2022-02-01,Earwear,Samsung,779.599236
2022-03-01,Earwear,Samsung,532.790583
2022-04-01,Earwear,Samsung,1020.147256
2022-05-01,Earwear,Samsung,772.7502810000001
2022-06-01,Earwear,Samsung,708.8611450000001
2022-07-01,Earwear,Samsung,878.0856840000001
2022-08-01,Earwear,Samsung,1900.037255
2022-09-01,Earwear,Samsung,1661.4472120000005
2022-10-01,Earwear,Samsung,653.5636460000001
2022-11-01,Earwear,Samsung,663.102997
2022-12-01,Earwear,Samsung,754.8869479999998
2023-01-01,Earwear,Samsung,859.3928050000002
2023-02-01,Earwear,Samsung,561.7577959999999
2023-03-01,Earwear,Samsung,802.9367829999999
2023-04-01,Earwear,Samsung,704.7806640000001
2023-05-01,Earwear,Samsung,1026.004153
2023-06-01,Earwear,Samsung,1418.1759589999997
2023-07-01,Earwear,Samsung,1994.750557
2023-08-01,Earwear,Samsung,2432.2753030000003
2023-09-01,Earwear,Samsung,1869.925622
2023-10-01,Earwear,Samsung,1022.994585
2023-11-01,Earwear,Samsung,952.5827429999998
2023-12-01,Earwear,Samsung,643.029494
2024-01-01,Earwear,Samsung,445.088086
2024-02-01,Earwear,Samsung,532.069642
2024-03-01,Earwear,Samsung,502.106809
2024-04-01,Earwear,Samsung,500.298903
2024-05-01,Earwear,Samsung,917.451433
2024-06-01,Earwear,Samsung,1077.443808
2024-07-01,Earwear,Samsung,1667.580762
